Country,Technology,Grid connection,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Italy,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,9.475,9.475,9.475,9.475,12.475,12.475,12.475,12.475,12.475,12.475
Italy,Onshore wind energy,On-grid,563,1179,1404,1458,1846.545,2343.399,2970.735,4034.359,4861.317,6542.859,9125.918,9856.375,13407.127,14896.962,15178.31,14843.882,17688.67,17741.909,17716.434,20202.042
Italy,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,Solar photovoltaic,On-grid,..,0.2,0.2,0.2,0.3,0.3,0.3,0.7,1,1.2,1.7,2.5,3,3.5,6.9,10.591,13,44,46,90
Jamaica,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,Onshore wind energy,On-grid,..,..,..,..,32.336,49.913,55.412,51.927,49.215,58.565,53.162,91.228,107.466,115.369,119,125,207.176,255.222,301.95,272.01
Jamaica,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,Solar photovoltaic,On-grid,357,547,644,858,1118,1420,1721,1972,2206,2657,3543,4839,6613,12880,22952,34802,45761,55068,62668,68953
Japan,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,Onshore wind energy,On-grid,108,251,414,823.9,1300.9,1748.9,2164.9,2594.4,2922.4,3593.4,3972.9,4632.9,4793.725,5100.025,5130.025,5487.25,6061,6385,7376,7568
Japan,Offshore wind energy,On-grid,..,..,..,2.1,2.1,2.1,2.1,19.6,19.6,19.6,44.1,44.1,44.275,86.975,86.975,92.75,105,105,105,105
Jordan,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.984,426.9,919.5,1414.9,2086.2
Jordan,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,Onshore wind energy,On-grid,3,3,3,3,3,3,3,3,3,3,3,3,3,2.6,2.4,123.1,398.7,456.6,719.8,892.4
Jordan,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,0.776,1.268,46.171,88.403,93.039,141.311,563.14
Kazakhstan,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,3.055,4.547,13.301,131.722,274.983,339.8,460.583,717.4
Kazakhstan,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,0.765,0.765,0.765,1.683,1.683,1.683,1.683,1.683,3.213
Kenya,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,Onshore wind energy,On-grid,0.1,0.055,0.155,0.35,0.425,0.415,0.29,0.2,0.25,8.305,17.005,16.45,14.56,15.755,27.36,47.24,60.51,55.895,49.12,25.06
Kenya,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.017,1.555,2.476,2.476,2.476,2.476
Kiribati,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo*,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.127,0.796,2.031,10.55
Kosovo*,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo*,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,1,0.281,..,..,0.38,0.354,0.118,0.345,29.753,90.649
Kosovo*,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,0.011,0.011,0.182,3.278,5.09,48.814,51.254,53.214,54.896
Kuwait,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.642
Kuwait,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.96,1.96,3.642
Kuwait,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyzstan,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyzstan,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyzstan,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyzstan,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao People's Democratic Republic,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,0.008,0.008,0.008,0.008,2.748,2.748,2.748,2.748,17.167,24.858
Lao People's Democratic Republic,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao People's Democratic Republic,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao People's Democratic Republic,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,0.01,0.067,0.099,0.235,0.382,0.44,1.273,3.137
Latvia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,Onshore wind energy,On-grid,4.417,3.433,11.242,48.446,49.147,46.854,46.212,52.929,59.1,50.089,49.057,70.894,114.266,120.055,139.712,147.135,127.889,150,122.038,153.999
Latvia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,0.523,0.745,1.25,2.856,6.438,16.334,35.665,54.79,82.998,110.911
Lebanon,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,0.12,0.48,0.48,0.48,0.48,0.48,0.48
Lesotho,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,0.091,0.091,0.091,0.273,2,45,73,73,66,64.617,76.039,79.99
Lithuania,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,Onshore wind energy,On-grid,..,..,..,..,1,2,14,106,131,158,224,475,540,603,639,810,1136,1363.8,1144,1499.4
Lithuania,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,Solar photovoltaic,On-grid,..,0.046,0.059,1.399,9.199,17.698,21.114,20.901,20.031,20.316,21.148,25.744,38.277,73.738,94.741,103.721,100.288,108.463,119.725,130.385
Luxembourg,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,Onshore wind energy,On-grid,24.743,23.74,24.479,26.168,39.399,52.251,57.986,64.286,60.589,63.472,55.083,64.05,77.466,83.027,79.876,101.848,101.486,234.823,254.575,281.283
Luxembourg,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,1.707,1.707,1.707,1.707,1.707,1.779,1.779
Malawi,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,0.554,0.664,0.664,0.664,0.664,7.5,54.1,192.82,274.47,350.7,417.05,430.51,480.871
Malaysia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,Solar photovoltaic,On-grid,..,..,..,..,..,0.075,0.075,0.075,0.15,0.675,0.68,4.99,16.69,29.47,68.38,94.99,127.885,162.261,188.818,211.6
Malta,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,0.075,0.085,0.058,0.058,0.058,0.058,0.058,0.058
Malta,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,0.081,0.081,0.081,0.243,0.243,0.391,0.391,0.616,0.953,0.953,0.953
Marshall Islands,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Martinique,Solar photovoltaic,On-grid,..,..,..,..,..,..,3,3,5.3,11.5,19,38.4,79.6,75,84,81.1,82.6,75.956,82.187,85.33
Martinique,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Martinique,Onshore wind energy,On-grid,..,..,..,..,1.5,1.5,1.5,1.5,1.3,1.5,1,1.3,1.6,1.5,1.5,2.3,1.3,1.3,5.841,46.035
Martinique,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,21,25,21,27.197,29.253,114.253,117.858
Mauritania,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.928,90.928,90.928,90.928,117.858
Mauritania,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,0.901,2.716,24.62,25.87,30.3,39.2,49.4,128.5
Mauritius,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,Onshore wind energy,On-grid,..,..,..,..,0.434,0.442,0.408,0.399,0.368,1.501,2.511,2.825,3.568,3.61,3.17,2.69,18,14.6,15.1,15.2
Mauritius,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,0.233,1.28,6.095,13.854,14.549,14.627,14.735,14.735,14.837,16.863,16.863,16.863
Mayotte,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,Solar photovoltaic,On-grid,7.222,7.806,7.917,8.25,8.806,18.333,18.333,18.333,17.778,25.833,28.611,38.611,60.278,100,186.389,202.222,252.276,1186.506,3180,7366.394
Mexico,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,Onshore wind energy,On-grid,0.474,0.474,0.129,5,6,5,45,248,255,596.353,1239.111,1648.321,3688.31,4184.544,6426.197,8745.095,10378.095,10619.782,13088.611,16726.667
Mexico,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Micronesia (Federated States of),Solar photovoltaic,On-grid,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.257,0.262,0.33,0.33,0.33,0.33,0.423,0.423,0.563,1.613,1.653,2.359,2.359
Micronesia (Federated States of),Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Micronesia (Federated States of),Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Micronesia (Federated States of),Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,0.5,0.3,19.7,51.1,109
Mongolia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,52.9,125.391,152.552,157.5,154.4,339,459.3
Mongolia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,Solar photovoltaic,On-grid,..,..,..,..,..,..,0.03,0.235,0.466,0.592,0.774,1.071,1.243,1.469,2.847,3.603,4.133,4.49,5.908,7.074
Montenegro,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97,143,293.4
Montenegro,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montserrat,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montserrat,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montserrat,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montserrat,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,0.054,0.054,0.054,0.054,0.209,0.209,0.209,0.96,1.4,1.2,1.2,156.302,395.425
Morocco,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,5,39,39,39,4.3,400.3,414.1,793.853,1186.07
Morocco,Onshore wind energy,On-grid,64,206,193.9,202.8,198.9,206.3,183.2,278.9,298.2,391.4,658.8,692.1,728,1356.2,1923.7,2519.4,3000,3034.9,3840.743,4699.19
Morocco,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,0.692,2.212,4.258,12.258,30.258,81.878,192.038,303.538
Namibia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,Onshore wind energy,On-grid,..,..,..,..,..,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,4.952,18.092,18.092
Namibia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,Solar photovoltaic,On-grid,..,..,..,..,..,..,0.051,0.051,0.051,0.053,0.048,0.054,0.09,0.26,0.26,0.228,0.278,1.249,1.177,1.333
Nauru,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,0.972,0.972,0.972,0.972,0.972,2.402,2.402,2.402
Nepal,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,Solar photovoltaic,On-grid,7.684,11.644,16.391,25.372,33.581,35.426,36.543,37.565,39.61,44.9,55.872,104.471,190.644,409.998,725.161,1108.519,1601.811,2207.583,3709.364,5335.455
Netherlands,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,Onshore wind energy,On-grid,829.03,825.42,947.371,1319.778,1870.581,2066.655,2666.291,3108.026,3663.711,3845.623,3314.137,4298.171,4192.829,4856.147,5049.335,6419.874,5901.455,6868.813,6918.511,7877.926
Netherlands,Offshore wind energy,On-grid,..,..,..,..,..,..,68,330,596,735,679,802,789,771,748,1130,2269,3700,3630,3630.001
New Caledonia,Solar photovoltaic,On-grid,..,..,..,..,..,0.001,0.001,0.001,0.001,0.028,2.835,3.563,4.019,4.078,3.954,6.053,10.777,27.006,45.953,115.354
New Caledonia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,Onshore wind energy,On-grid,7.302,6.834,8.163,4.675,11.409,17.519,28.297,36.892,35.832,41.565,51.736,45.554,57.071,52.312,57.213,61.569,45.148,45.121,45.002,56.576
New Caledonia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,3,3,4,4,4,5,7,18,37,57,77,100,128
New Zealand,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,Onshore wind energy,On-grid,120,139,155,147,362,614,622,930,1058,1476,1637,1957,2079,2022,2211,2364,2330,2086,2067,2254
New Zealand,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,0.676,1.43,2.225,2.16,13.909,23.985,24.404
Nicaragua,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,112,163.39,210.66,329.55,561.571,845.968,865.442,729.036,634.557,800.592,730.165
Nicaragua,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.772,2.245,2.245,2.245
Nigeria,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niue,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,0.071,0.071,0.071,0.071,0.071,0.469,0.469,0.469,0.469,0.469,0.469
Niue,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niue,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niue,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,Solar photovoltaic,On-grid,5.34,5.34,5.34,6.23,6.23,6.23,7.12,7.12,7.387,7.743,8.099,8.455,8.9,9.79,11.57,13.35,23.763,39.961,60.876,105.02
Norway,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,Onshore wind energy,On-grid,31,27,75,218,252,499,636,892,913,972,874,1277,1543,1876,2211,2508,2111,2849,3870.881,5531.25
Norway,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,5,5,6,5,5,6,7,5,5,5,5
Oman,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,1.326,1.326,4.175,4.175,15.539,15.691,16.534
Oman,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,0.202,1.584,5.328,13.392,26.784,65.664,144.432,237.456,380.956,716.016,967.076,1005.636,1036.696
Pakistan,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,6,6,6,6,6,134.5,363,621.5,1060,1728.5,2642,2812
Pakistan,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,Solar photovoltaic,On-grid,..,..,..,..,..,0.043,0.043,0.043,0.378,0.378,0.391,0.773,0.894,0.998,1.219,1.219,1.487,1.487,2.023,2.023
Palau,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3,16.4,71.368,155.924,232.64,294.822
Panama,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
