Country,Technology,Grid connection,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Trinidad and Tobago,Solar photovoltaic,On-grid,0.531,1.039,1.369,1.902,2.579,2.743,3.09,3.285,3.534,3.939,4.408,4.408,4.408,4.408,4.892,5.555,5.555,5.555,4.671,4.671
Trinidad and Tobago,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.027,0.027,0.027,0.027,0.027
Trinidad and Tobago,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,0.349,1.744,5.814,11.628,33.721,65.116,104.651,133.721,174.419,245.349
Tunisia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,Onshore wind energy,On-grid,23,24,30,33.4,43.6,42.4,37.7,42.9,39.4,97.5,138.6,109.19,196.3,357.8,507,448,474,449,453,500
Tunisia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkey,Solar photovoltaic,On-grid,0.149,0.446,0.891,1.485,2.228,2.97,3.713,4.455,5.495,6.98,8.465,9.95,17.375,26.285,17.366,194.06,1043.138,2889.302,7799.798,9249.828
Turkey,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,2.555,3.066,3.066,3.066,3.066,3.066,3.066
Turkey,Onshore wind energy,On-grid,33,62,48,61,58,59,126.544,355.111,847.034,1495.369,2916.373,4723.873,5860.79,7557.507,8520.141,11652.487,15517.087,17903.815,19949.196,21730.713
Turkey,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.047,0.047,0.296,0.686,1.466
Turks and Caicos Islands,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,0.055,0.055,0.055,0.055,0.055,0.155,0.15,0.394,0.828,0.803,0.803,0.803
Tuvalu,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.7,23,32.31,78.188
Uganda,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,0.5,30.1,333.3,570,868.437,917.219,939.972,1183.166,1632.121,3674.807
Ukraine,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,Onshore wind energy,On-grid,6,16,22,31,33,37.6,34.6,45.1,45.3,43,50.9,89.5,288.2,638.6,1371.317,1306.773,1169.024,1818.581,1399.185,2244.41
Ukraine,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,6.29,17.1,18,18.6,21.9,48.1,48.5,48,476.5,1070,3550
United Arab Emirates,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,53.518,242.984,242.969,260.989,257.3,233.145,229.8
United Arab Emirates,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,1.489,1.489,1.489,..,..,..,..
United Arab Emirates,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom of Great Britain and Northern Ireland,Solar photovoltaic,On-grid,1,1.82,2.698,2.945,4.005,8.175,10.695,14,17,20,40.277,243.623,1353.75,2010.155,4054.09,7532.864,10395.105,11461.943,12735.51,12918.07
United Kingdom of Great Britain and Northern Ireland,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom of Great Britain and Northern Ireland,Onshore wind energy,On-grid,946,960.086,1251.024,1275.35,1736.075,2500.892,3574.053,4490.818,5786.525,7526.972,7225.97,10813.936,12243.952,16925.238,18554.729,22851.979,20753.682,28725.202,30381.15,32359.694
United Kingdom of Great Britain and Northern Ireland,Offshore wind energy,On-grid,1,5,5,10,199,403,651,783,1335,1754,3059.67,5149.03,7603.17,11471.78,13404.59,17422.74,16405.74,20915.92,26525.2,31975.15
United Republic of Tanzania,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Republic of Tanzania,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Republic of Tanzania,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Republic of Tanzania,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States of America,Solar photovoltaic,On-grid,183,220,261,300,378,524,737,1001,1214,1699,3063,5322,9186,14858,23076,32091,46633,67393,81244,93943
United States of America,Solar thermal energy,On-grid,526,565,569,548,587,596,550,673,879,816,879,893,959,1014,2688,3544,3701,3587,3940,3535
United States of America,Onshore wind energy,On-grid,5650,6806,10459,11300,14291,17881,26676,34603,55696,74226,95148,120854,141922,169713,183891.9,192991.825,229369.384,257147.384,275732.384,298098.384
United States of America,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.175,101.616,101.616,101.616,101.616
United States Virgin Islands,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,0.69,0.885,1.248,7.179,13.274,13.33,7.24,7.24,7.24
United States Virgin Islands,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States Virgin Islands,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States Virgin Islands,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,0.013,0.085,0.411,2.756,48.04,150.757,267.091,410.874,419.732
Uruguay,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,7.291,42.099,69.914,111.307,112.456,144.054,732.668,2065.118,2994.348,3774.476,4732.21,4752.336
Uruguay,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05,0.18,0.252,0.252,0.19,0.1
Uzbekistan,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.5
Uzbekistan,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,0.067,0.137,0.191,0.219,0.237,2.135,2.02,3.05,3.46
Vanuatu,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,0.627,5.349,5.389,4.295,5.177,5.549,6.788,8.268,5.416,4.77,4.37,6.16
Vanuatu,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Venezuela (Bolivarian Republic of),Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.812,1.624,1.624,1.55,2.451
Venezuela (Bolivarian Republic of),Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Venezuela (Bolivarian Republic of),Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Venezuela (Bolivarian Republic of),Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Viet Nam,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,0.8,0.8,3.502,100.502,4893.651
Viet Nam,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Viet Nam,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,1.708,11.563,40.734,40.734,40.734,40.734,40.734,40.421,72.27,130.743,172.791,353.926
Viet Nam,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,21.024,21.024,129.085,130.349,130.349,130.349,130.349
Yemen,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Yemen,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Yemen,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Yemen,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.93,1.4
Zambia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.709,5.524
Zimbabwe,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
